region,population,sex,age,education,income,statusquo,vote,age_group,high_income,support_level
C,15000,M,26,P,35000,1.19153,U,18-29,TRUE,Supportive
C,15000,M,21,P,35000,-0.72868,N,18-29,TRUE,Unsupportive
C,15000,M,54,P,7500,-1.09392,N,45-59,FALSE,Unsupportive
C,15000,M,27,S,35000,0.6118,U,18-29,TRUE,Supportive
C,15000,M,32,S,35000,-1.18933,N,30-44,TRUE,Unsupportive
C,15000,F,22,S,7500,-0.89654,A,18-29,FALSE,Unsupportive
C,15000,F,40,S,35000,-0.29904,A,30-44,TRUE,Unsupportive
C,15000,M,70,PS,15000,1.29276,Y,60+,FALSE,Supportive
C,15000,M,42,S,35000,1.10717,Y,30-44,TRUE,Supportive
C,15000,M,20,PS,125000,0.4198,N,18-29,TRUE,Supportive
C,15000,F,23,PS,125000,0.30914,U,18-29,TRUE,Supportive
C,15000,F,64,P,7500,1.25272,Y,60+,FALSE,Supportive
C,15000,M,21,PS,35000,1.44401,Y,18-29,TRUE,Supportive
C,15000,M,70,P,7500,-0.9845,U,60+,FALSE,Unsupportive
C,15000,M,57,P,2500,-0.64767,N,45-59,FALSE,Unsupportive
C,15000,F,33,S,7500,0.11608,U,30-44,FALSE,Supportive
C,15000,F,57,P,2500,1.4473800000000001,Y,45-59,FALSE,Supportive
C,15000,M,38,P,7500,-0.59124,U,30-44,FALSE,Unsupportive
C,15000,M,30,P,2500,1.13733,U,30-44,FALSE,Supportive
C,15000,F,56,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
C,15000,F,33,P,15000,-0.27875,U,30-44,FALSE,Unsupportive
C,15000,F,64,P,2500,-1.09626,U,60+,FALSE,Unsupportive
C,250000,F,35,S,200000,-1.11826,N,30-44,TRUE,Unsupportive
C,250000,F,40,S,75000,1.05576,U,30-44,TRUE,Supportive
C,250000,M,66,P,75000,1.46885,Y,60+,TRUE,Supportive
C,250000,M,22,S,35000,1.06974,A,18-29,TRUE,Supportive
C,250000,M,23,S,35000,-1.25795,N,18-29,TRUE,Unsupportive
C,250000,F,28,S,35000,-1.29617,N,18-29,TRUE,Unsupportive
C,250000,F,62,P,15000,-1.29617,N,60+,FALSE,Unsupportive
C,250000,M,28,P,2500,-1.29617,N,18-29,FALSE,Unsupportive
C,250000,M,39,P,15000,0.75644,Y,30-44,FALSE,Supportive
C,250000,F,42,S,35000,1.22853,Y,30-44,TRUE,Supportive
C,250000,F,23,S,7500,-1.29617,N,18-29,FALSE,Unsupportive
C,250000,M,19,S,35000,-1.1113,N,18-29,TRUE,Unsupportive
C,250000,F,19,S,15000,-0.18302,U,18-29,FALSE,Unsupportive
C,250000,M,59,S,15000,-1.29617,N,45-59,FALSE,Unsupportive
C,250000,F,33,S,35000,-0.21633,N,30-44,TRUE,Unsupportive
C,250000,F,48,S,7500,0.29811,U,45-59,FALSE,Supportive
C,250000,M,44,PS,35000,-1.18151,N,30-44,TRUE,Unsupportive
C,250000,F,70,S,35000,-1.03066,U,60+,TRUE,Unsupportive
C,250000,M,25,S,35000,0.76551,A,18-29,TRUE,Supportive
C,250000,F,57,S,15000,0.26703,Y,45-59,FALSE,Supportive
C,250000,F,23,S,15000,-1.21132,A,18-29,FALSE,Unsupportive
C,250000,M,47,P,15000,-1.29617,A,45-59,FALSE,Unsupportive
C,250000,M,23,P,7500,0.11608,A,18-29,FALSE,Supportive
C,250000,F,29,P,7500,0.11608,U,18-29,FALSE,Supportive
C,250000,M,30,P,7500,-0.96845,N,30-44,FALSE,Unsupportive
C,250000,F,38,S,7500,0.29811,U,30-44,FALSE,Supportive
C,250000,F,22,P,2500,-0.93017,N,18-29,FALSE,Unsupportive
C,250000,F,41,S,2500,-1.27556,U,30-44,FALSE,Unsupportive
C,250000,M,58,P,35000,-0.91779,A,45-59,TRUE,Unsupportive
C,250000,F,29,S,15000,0.31346,U,18-29,FALSE,Supportive
C,250000,M,28,P,7500,-1.29617,N,18-29,FALSE,Unsupportive
C,250000,M,44,S,7500,1.37208,Y,30-44,FALSE,Supportive
C,250000,M,30,S,2500,-1.29617,N,30-44,FALSE,Unsupportive
C,250000,F,34,PS,15000,-1.29617,N,30-44,FALSE,Unsupportive
C,250000,F,43,P,35000,-0.56792,Y,30-44,TRUE,Unsupportive
C,250000,M,70,S,35000,-0.94371,N,60+,TRUE,Unsupportive
C,250000,M,50,S,75000,0.53491,Y,45-59,TRUE,Supportive
C,250000,F,28,S,75000,-1.27876,N,18-29,TRUE,Unsupportive
C,250000,M,65,P,2500,1.47262,Y,60+,FALSE,Supportive
C,250000,M,30,P,7500,1.1925,U,30-44,FALSE,Supportive
C,250000,F,22,S,7500,-1.33198,N,18-29,FALSE,Unsupportive
C,250000,F,69,S,75000,0.73645,U,60+,TRUE,Supportive
C,250000,M,33,PS,75000,-1.29617,N,30-44,TRUE,Unsupportive
C,250000,F,36,S,7500,0.2074,A,30-44,FALSE,Supportive
C,250000,M,67,S,35000,-1.29617,N,60+,TRUE,Unsupportive
C,250000,F,70,P,35000,-1.29617,N,60+,TRUE,Unsupportive
C,250000,F,30,S,15000,-1.29617,N,30-44,FALSE,Unsupportive
C,250000,M,58,S,15000,1.09519,Y,45-59,FALSE,Supportive
C,250000,F,25,S,35000,-0.65599,N,18-29,TRUE,Unsupportive
C,250000,F,42,S,15000,-0.85881,N,30-44,FALSE,Unsupportive
C,250000,M,65,S,35000,-1.29617,N,60+,TRUE,Unsupportive
C,250000,M,24,PS,15000,-1.03486,N,18-29,FALSE,Unsupportive
C,250000,F,19,P,7500,0.4159,Y,18-29,FALSE,Supportive
C,250000,M,23,S,35000,-0.75072,N,18-29,TRUE,Unsupportive
C,250000,M,39,P,35000,-1.29617,N,30-44,TRUE,Unsupportive
C,250000,F,37,P,15000,-1.00723,Y,30-44,FALSE,Unsupportive
C,250000,F,22,P,15000,0.03479,Y,18-29,FALSE,Supportive
C,250000,M,25,S,7500,0.04881,U,18-29,FALSE,Supportive
C,250000,F,31,P,35000,0.54258,U,30-44,TRUE,Supportive
C,250000,F,42,S,35000,1.23905,U,30-44,TRUE,Supportive
C,250000,F,27,S,35000,0.58567,U,18-29,TRUE,Supportive
C,250000,M,70,P,35000,-0.69434,N,60+,TRUE,Unsupportive
C,250000,F,22,P,35000,-1.1824,N,18-29,TRUE,Unsupportive
C,250000,F,47,P,35000,0.127,Y,45-59,TRUE,Supportive
C,250000,M,22,S,35000,-1.07569,N,18-29,TRUE,Unsupportive
C,250000,M,58,PS,125000,-0.64344,N,45-59,TRUE,Unsupportive
C,250000,M,20,S,75000,-0.98357000000000006,U,18-29,TRUE,Unsupportive
C,250000,M,31,S,35000,-1.15421,N,30-44,TRUE,Unsupportive
C,250000,F,65,P,35000,0.04406,U,60+,TRUE,Supportive
C,250000,F,23,S,35000,1.30163,Y,18-29,TRUE,Supportive
C,250000,M,39,PS,75000,0.86302,Y,30-44,TRUE,Supportive
C,250000,M,27,S,35000,0.87325,Y,18-29,TRUE,Supportive
C,250000,M,63,S,35000,-0.84928,N,60+,TRUE,Unsupportive
C,250000,F,57,P,35000,-1.0169,U,45-59,TRUE,Unsupportive
C,250000,F,48,S,15000,0.27927,A,45-59,FALSE,Supportive
C,250000,F,19,S,75000,0.14576,A,18-29,TRUE,Supportive
C,250000,M,27,PS,200000,-0.22146,Y,18-29,TRUE,Unsupportive
C,250000,M,62,P,15000,-1.29617,N,60+,FALSE,Unsupportive
C,250000,M,19,S,2500,-1.22301,N,18-29,FALSE,Unsupportive
C,250000,M,18,S,2500,-1.30351,Y,18-29,FALSE,Unsupportive
C,250000,F,34,S,7500,-1.25795,N,30-44,FALSE,Unsupportive
C,250000,F,39,P,75000,1.50846,Y,30-44,TRUE,Supportive
C,250000,F,26,PS,35000,-0.97459,N,18-29,TRUE,Unsupportive
C,250000,M,28,PS,35000,-0.27603,A,18-29,TRUE,Unsupportive
C,250000,M,59,PS,200000,0.84207,Y,45-59,TRUE,Supportive
C,250000,F,53,PS,15000,1.38659,Y,45-59,FALSE,Supportive
C,250000,F,26,PS,125000,-0.8109,N,18-29,TRUE,Unsupportive
C,250000,F,56,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
C,250000,F,27,S,35000,1.34452,Y,18-29,TRUE,Supportive
C,250000,M,65,P,2500,-1.17732,N,60+,FALSE,Unsupportive
C,250000,F,63,P,15000,-1.29617,N,60+,FALSE,Unsupportive
C,250000,M,29,P,7500,-1.29617,N,18-29,FALSE,Unsupportive
C,250000,F,37,PS,35000,-1.29617,N,30-44,TRUE,Unsupportive
C,250000,F,32,S,200000,1.23437,Y,30-44,TRUE,Supportive
C,250000,M,25,S,125000,-0.80253,N,18-29,TRUE,Unsupportive
C,250000,M,70,S,75000,1.39831,Y,60+,TRUE,Supportive
C,250000,M,60,S,200000,1.3094,Y,60+,TRUE,Supportive
C,250000,M,48,S,200000,-0.54021,N,45-59,TRUE,Unsupportive
C,250000,F,70,S,35000,-0.13432,U,60+,TRUE,Unsupportive
C,250000,F,22,PS,75000,-1.06935,N,18-29,TRUE,Unsupportive
C,250000,F,30,PS,35000,-0.1658,Y,30-44,TRUE,Unsupportive
C,250000,M,31,PS,75000,1.13365,Y,30-44,TRUE,Supportive
C,250000,M,28,S,15000,-0.32557,U,18-29,FALSE,Unsupportive
C,250000,F,45,S,35000,-0.90844,N,45-59,TRUE,Unsupportive
C,250000,F,70,S,35000,-1.19739,N,60+,TRUE,Unsupportive
C,250000,F,23,PS,200000,-1.1886,N,18-29,TRUE,Unsupportive
C,250000,M,20,PS,75000,-0.12758,U,18-29,TRUE,Unsupportive
C,250000,M,52,S,15000,0.29255,U,45-59,FALSE,Supportive
C,250000,M,65,PS,35000,1.5877,Y,60+,TRUE,Supportive
C,250000,F,37,S,7500,-1.29629,N,30-44,FALSE,Unsupportive
C,250000,M,24,S,75000,-0.68517,N,18-29,TRUE,Unsupportive
C,250000,F,18,S,15000,-1.25795,N,18-29,FALSE,Unsupportive
C,250000,M,41,P,2500,-1.29617,N,30-44,FALSE,Unsupportive
C,250000,F,28,S,15000,-1.25795,N,18-29,FALSE,Unsupportive
C,250000,F,19,S,15000,-0.08274,Y,18-29,FALSE,Unsupportive
C,250000,M,21,S,35000,-0.92488,A,18-29,TRUE,Unsupportive
C,250000,F,36,P,15000,-1.29617,U,30-44,FALSE,Unsupportive
C,8750,F,27,S,7500,0.3505,U,18-29,FALSE,Supportive
C,8750,F,40,S,15000,0.80306,Y,30-44,FALSE,Supportive
C,8750,M,25,S,35000,-0.9788,U,18-29,TRUE,Unsupportive
C,8750,F,69,P,7500,1.32322,Y,60+,FALSE,Supportive
C,8750,M,70,P,200000,0.51325,Y,60+,TRUE,Supportive
C,8750,M,39,P,2500,-0.86279,U,30-44,FALSE,Unsupportive
C,8750,M,70,P,7500,0.35125,U,60+,FALSE,Supportive
C,8750,M,34,P,15000,1.5877,Y,30-44,FALSE,Supportive
C,8750,F,24,P,15000,1.12054,Y,18-29,FALSE,Supportive
C,8750,F,40,P,2500,1.2206,U,30-44,FALSE,Supportive
C,8750,M,35,P,15000,-0.21059,N,30-44,FALSE,Unsupportive
C,8750,F,53,P,35000,1.29609,Y,45-59,TRUE,Supportive
C,8750,M,31,S,35000,1.48693,Y,30-44,TRUE,Supportive
C,8750,M,62,P,75000,-1.14049,N,60+,TRUE,Unsupportive
C,8750,F,33,S,2500,-0.81005,A,30-44,FALSE,Unsupportive
C,8750,M,20,S,75000,-0.08662,N,18-29,TRUE,Unsupportive
C,8750,M,61,P,75000,0.08005,U,60+,TRUE,Supportive
C,8750,F,20,PS,35000,-0.88127,N,18-29,TRUE,Unsupportive
C,8750,F,50,P,2500,-1.13456,N,45-59,FALSE,Unsupportive
C,125000,F,36,S,35000,-1.18401,N,30-44,TRUE,Unsupportive
C,125000,M,63,P,75000,-0.34932,Y,60+,TRUE,Unsupportive
C,125000,M,59,S,125000,1.33168,Y,45-59,TRUE,Supportive
C,125000,M,25,PS,75000,-0.04546999999999999,N,18-29,TRUE,Unsupportive
C,125000,F,23,S,35000,0.58791,Y,18-29,TRUE,Supportive
C,125000,M,21,PS,75000,-1.14049,N,18-29,TRUE,Unsupportive
C,125000,F,34,S,125000,-0.8795,A,30-44,TRUE,Unsupportive
C,125000,F,58,S,200000,1.21521,Y,45-59,TRUE,Supportive
C,125000,M,41,S,75000,-0.55437,N,30-44,TRUE,Unsupportive
C,125000,F,19,S,75000,1.01503,U,18-29,TRUE,Supportive
C,125000,F,54,P,15000,-0.5497,N,45-59,FALSE,Unsupportive
C,125000,F,20,P,15000,1.13325,U,18-29,FALSE,Supportive
C,125000,M,29,S,75000,-1.03701,N,18-29,TRUE,Unsupportive
C,125000,M,63,S,35000,-0.26969,N,60+,TRUE,Unsupportive
C,125000,F,65,P,7500,-1.28897,U,60+,FALSE,Unsupportive
C,125000,M,30,S,15000,-0.76805,A,30-44,FALSE,Unsupportive
C,125000,F,59,P,15000,1.00672,Y,45-59,FALSE,Supportive
C,125000,F,29,S,35000,1.06426,A,18-29,TRUE,Supportive
C,125000,M,44,P,15000,-0.13466,N,30-44,FALSE,Unsupportive
C,125000,F,32,S,35000,-0.18149,N,30-44,TRUE,Unsupportive
C,62500,F,25,P,2500,-1.29617,N,18-29,FALSE,Unsupportive
C,62500,F,38,S,35000,0.76091,Y,30-44,TRUE,Supportive
C,62500,M,19,S,75000,0.28186,A,18-29,TRUE,Supportive
C,62500,F,29,P,15000,0.00293,Y,18-29,FALSE,Supportive
C,62500,M,40,P,7500,1.43009,Y,30-44,FALSE,Supportive
C,62500,M,48,S,15000,-0.09579,Y,45-59,FALSE,Unsupportive
C,62500,F,21,S,15000,-0.56194,Y,18-29,FALSE,Unsupportive
C,62500,M,27,P,15000,1.5877,Y,18-29,FALSE,Supportive
C,62500,F,66,P,35000,1.40283,Y,60+,TRUE,Supportive
C,62500,M,36,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
C,62500,M,38,PS,7500,-1.22503,N,30-44,FALSE,Unsupportive
C,62500,F,18,P,7500,1.43653,Y,18-29,FALSE,Supportive
C,62500,F,40,P,7500,-1.09176,U,30-44,FALSE,Unsupportive
C,62500,F,53,P,2500,-1.29617,N,45-59,FALSE,Unsupportive
C,62500,M,23,S,15000,-0.60929,N,18-29,FALSE,Unsupportive
C,62500,M,60,P,15000,1.19498,Y,60+,FALSE,Supportive
C,62500,F,24,P,75000,0.98906,A,18-29,TRUE,Supportive
C,62500,M,26,P,15000,0.85118,U,18-29,FALSE,Supportive
C,62500,F,53,P,15000,-1.29617,N,45-59,FALSE,Unsupportive
C,175000,F,39,S,35000,1.24709,Y,30-44,TRUE,Supportive
C,175000,F,19,S,15000,-0.66475,Y,18-29,FALSE,Unsupportive
C,175000,M,33,S,15000,-1.22285,N,30-44,FALSE,Unsupportive
C,175000,F,21,PS,35000,-1.29293,A,18-29,TRUE,Unsupportive
C,175000,M,39,S,35000,-0.5387,A,30-44,TRUE,Unsupportive
C,175000,F,30,P,15000,-0.26213,U,30-44,FALSE,Unsupportive
C,175000,M,37,S,35000,1.43793,Y,30-44,TRUE,Supportive
C,175000,F,38,P,2500,-1.21695,N,30-44,FALSE,Unsupportive
C,175000,F,46,P,2500,1.54808,Y,45-59,FALSE,Supportive
C,175000,M,21,S,75000,0.90752,Y,18-29,TRUE,Supportive
C,175000,F,35,S,200000,-1.00723,N,30-44,TRUE,Unsupportive
C,175000,F,64,S,75000,-1.27876,N,60+,TRUE,Unsupportive
C,175000,M,33,PS,125000,-1.25795,N,30-44,TRUE,Unsupportive
C,175000,M,48,S,75000,0.73356,U,45-59,TRUE,Supportive
C,175000,F,55,P,2500,1.46184,U,45-59,FALSE,Supportive
C,175000,F,27,S,7500,-0.49793,A,18-29,FALSE,Unsupportive
C,175000,M,22,S,35000,-1.05257,N,18-29,TRUE,Unsupportive
C,175000,M,36,S,15000,-0.6507,N,30-44,FALSE,Unsupportive
C,175000,M,49,P,15000,-0.13599,U,45-59,FALSE,Unsupportive
C,175000,M,29,PS,35000,0.6494,A,18-29,TRUE,Supportive
C,175000,F,24,S,7500,-0.98901,N,18-29,FALSE,Unsupportive
C,175000,M,30,P,15000,-1.17312,N,30-44,FALSE,Unsupportive
C,175000,F,46,P,15000,0.97835,Y,45-59,FALSE,Supportive
C,175000,M,18,S,15000,-0.79884,N,18-29,FALSE,Unsupportive
C,175000,F,24,S,15000,0.26893,A,18-29,FALSE,Supportive
C,175000,F,56,P,15000,1.51126,Y,45-59,FALSE,Supportive
C,175000,F,20,S,15000,0.75833,Y,18-29,FALSE,Supportive
C,175000,M,40,S,125000,1.38337,Y,30-44,TRUE,Supportive
C,175000,F,18,PS,15000,-1.07377,N,18-29,FALSE,Unsupportive
C,175000,M,31,PS,125000,0.14096,U,30-44,TRUE,Supportive
C,175000,F,36,S,35000,0.92806,U,30-44,TRUE,Supportive
C,175000,F,39,S,75000,0.51058,U,30-44,TRUE,Supportive
C,175000,M,44,S,2500,0.47079,U,30-44,FALSE,Supportive
C,175000,F,29,S,35000,1.11235,Y,18-29,TRUE,Supportive
C,175000,M,30,P,15000,-0.69377,N,30-44,FALSE,Unsupportive
C,175000,F,50,P,15000,-0.93468,U,45-59,FALSE,Unsupportive
C,175000,M,66,P,7500,0.55558,Y,60+,FALSE,Supportive
C,175000,M,64,P,15000,0.7835,Y,60+,FALSE,Supportive
C,15000,F,54,PS,75000,1.30775,Y,45-59,TRUE,Supportive
C,15000,M,25,P,15000,-0.27405,U,18-29,FALSE,Unsupportive
C,15000,M,54,S,35000,0.96337,Y,45-59,TRUE,Supportive
C,15000,M,18,PS,35000,-0.72698,N,18-29,TRUE,Unsupportive
C,15000,F,24,S,35000,0.82449,A,18-29,TRUE,Supportive
C,15000,F,23,S,35000,1.28602,Y,18-29,TRUE,Supportive
C,15000,F,38,S,7500,0.19175,N,30-44,FALSE,Supportive
C,15000,M,36,S,15000,-1.11878,N,30-44,FALSE,Unsupportive
C,15000,F,33,S,35000,1.47024,Y,30-44,TRUE,Supportive
C,15000,F,37,PS,35000,1.34591,Y,30-44,TRUE,Supportive
C,15000,M,57,S,75000,-0.29196,U,45-59,TRUE,Unsupportive
C,15000,M,38,P,15000,-0.56775,N,30-44,FALSE,Unsupportive
C,15000,M,34,S,35000,-1.21974,N,30-44,TRUE,Unsupportive
C,15000,F,39,P,7500,1.5877,Y,30-44,FALSE,Supportive
C,15000,F,59,P,35000,0.49301,U,45-59,TRUE,Supportive
C,15000,M,29,S,15000,-1.22876,A,18-29,FALSE,Unsupportive
C,15000,M,70,P,15000,1.5877,Y,60+,FALSE,Supportive
C,15000,F,34,PS,35000,0.01279,N,30-44,TRUE,Supportive
C,15000,F,30,S,35000,1.07897,Y,30-44,TRUE,Supportive
C,15000,M,35,PS,15000,-0.97431,N,30-44,FALSE,Unsupportive
C,15000,F,27,S,35000,1.32855,U,18-29,TRUE,Supportive
C,15000,F,31,S,2500,-0.92695,N,30-44,FALSE,Unsupportive
C,15000,M,34,S,35000,-0.70263,N,30-44,TRUE,Unsupportive
C,15000,F,67,P,15000,0.94646,U,60+,FALSE,Supportive
C,15000,M,61,P,15000,0.56632,U,60+,FALSE,Supportive
C,15000,M,59,P,15000,-1.14049,N,45-59,FALSE,Unsupportive
C,15000,M,44,P,7500,0.89793,Y,30-44,FALSE,Supportive
C,15000,F,33,P,7500,1.24161,Y,30-44,FALSE,Supportive
C,15000,M,34,P,7500,-0.54032,A,30-44,FALSE,Unsupportive
C,15000,M,22,P,15000,-1.22503,N,18-29,FALSE,Unsupportive
C,15000,M,43,P,75000,1.56817,Y,30-44,TRUE,Supportive
C,15000,M,68,S,2500,-1.29617,A,60+,FALSE,Unsupportive
C,15000,F,40,P,2500,0.39304,A,30-44,FALSE,Supportive
C,15000,M,55,P,15000,0.32051,U,45-59,FALSE,Supportive
C,15000,M,22,S,15000,-0.40299,N,18-29,FALSE,Unsupportive
C,15000,M,64,P,7500,1.33395,U,60+,FALSE,Supportive
C,15000,M,22,S,7500,-1.29617,N,18-29,FALSE,Unsupportive
C,15000,M,30,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
C,15000,F,21,S,7500,0.40932,U,18-29,FALSE,Supportive
C,15000,F,37,P,7500,1.48894,Y,30-44,FALSE,Supportive
C,15000,F,38,S,35000,1.51326,Y,30-44,TRUE,Supportive
C,15000,M,34,S,7500,-1.14579,N,30-44,FALSE,Unsupportive
C,15000,F,30,S,35000,-1.30485,N,30-44,TRUE,Unsupportive
C,15000,M,60,P,7500,0.90604,Y,60+,FALSE,Supportive
C,15000,M,45,P,15000,0.81951,Y,45-59,FALSE,Supportive
C,15000,M,42,P,7500,1.0111,N,30-44,FALSE,Supportive
C,15000,F,60,P,35000,-0.92728,U,60+,TRUE,Unsupportive
C,15000,F,22,S,35000,1.11308,A,18-29,TRUE,Supportive
C,15000,M,23,S,7500,0.12472,U,18-29,FALSE,Supportive
C,15000,M,20,PS,15000,-1.0234,N,18-29,FALSE,Unsupportive
C,45000,F,60,P,2500,1.5877,Y,60+,FALSE,Supportive
C,45000,M,53,P,2500,-1.29617,N,45-59,FALSE,Unsupportive
C,45000,F,30,P,7500,0.97,U,30-44,FALSE,Supportive
C,45000,F,58,P,15000,1.50846,Y,45-59,FALSE,Supportive
C,45000,M,28,S,7500,-0.6341,Y,18-29,FALSE,Unsupportive
C,45000,F,42,P,35000,0.1921,U,30-44,TRUE,Supportive
C,45000,M,40,PS,35000,1.44322,Y,30-44,TRUE,Supportive
C,45000,M,66,P,15000,1.29875,U,60+,FALSE,Supportive
C,45000,M,28,S,7500,-1.01171,A,18-29,FALSE,Unsupportive
C,45000,F,60,P,15000,-0.62453,Y,60+,FALSE,Unsupportive
C,45000,F,30,S,15000,-1.21873,N,30-44,FALSE,Unsupportive
C,45000,M,24,P,15000,-1.29617,N,18-29,FALSE,Unsupportive
C,45000,M,63,PS,75000,-0.98189,N,60+,TRUE,Unsupportive
C,45000,F,25,PS,35000,1.40361,Y,18-29,TRUE,Supportive
C,25000,F,49,P,7500,-0.612,U,45-59,FALSE,Unsupportive
C,25000,F,25,P,15000,0.84305,Y,18-29,FALSE,Supportive
C,25000,F,37,S,35000,0.63836,U,30-44,TRUE,Supportive
C,25000,M,19,S,75000,0.06239,N,18-29,TRUE,Supportive
C,25000,M,53,S,35000,1.33246,Y,45-59,TRUE,Supportive
C,25000,F,37,S,35000,0.16682,U,30-44,TRUE,Supportive
C,25000,M,44,S,35000,0.87593,Y,30-44,TRUE,Supportive
C,25000,M,31,S,75000,0.16466,U,30-44,TRUE,Supportive
C,25000,F,29,S,35000,0.03032,U,18-29,TRUE,Supportive
C,25000,F,21,P,7500,0.78563,A,18-29,FALSE,Supportive
C,25000,F,58,P,7500,1.68665,Y,45-59,FALSE,Supportive
C,25000,M,22,P,15000,-1.26325,N,18-29,FALSE,Unsupportive
C,25000,M,68,P,2500,-0.80882,N,60+,FALSE,Unsupportive
C,25000,F,47,PS,15000,-0.67532,U,45-59,FALSE,Unsupportive
C,25000,F,30,P,15000,1.41999,Y,30-44,FALSE,Supportive
C,25000,M,21,P,15000,-1.06433,N,18-29,FALSE,Unsupportive
C,25000,M,50,S,35000,0.24274,U,45-59,TRUE,Supportive
C,25000,M,38,PS,35000,-0.75159,N,30-44,TRUE,Unsupportive
C,87500,F,19,S,7500,-0.96542,U,18-29,FALSE,Unsupportive
C,87500,F,60,P,15000,-0.16861,N,60+,FALSE,Unsupportive
C,87500,M,64,P,7500,0.60565,U,60+,FALSE,Supportive
C,87500,M,25,P,35000,0.36082,A,18-29,TRUE,Supportive
C,87500,F,60,P,15000,0.1327,U,60+,FALSE,Supportive
C,87500,M,27,PS,75000,-0.73188,N,18-29,TRUE,Unsupportive
C,87500,M,26,PS,35000,-1.14103,N,18-29,TRUE,Unsupportive
C,87500,F,23,PS,35000,-0.96823,N,18-29,TRUE,Unsupportive
C,87500,F,60,P,35000,1.03942,Y,60+,TRUE,Supportive
C,87500,M,52,PS,75000,-1.29617,N,45-59,TRUE,Unsupportive
C,87500,F,45,PS,35000,0.32782,Y,45-59,TRUE,Supportive
C,87500,F,23,P,15000,-0.52933,U,18-29,FALSE,Unsupportive
C,87500,M,43,P,15000,-1.11878,N,30-44,FALSE,Unsupportive
C,87500,M,35,PS,75000,-1.29617,N,30-44,TRUE,Unsupportive
C,87500,F,22,P,2500,1.3924,Y,18-29,FALSE,Supportive
C,87500,M,22,P,15000,-0.80408,N,18-29,FALSE,Unsupportive
C,87500,F,51,P,2500,1.47157,Y,45-59,FALSE,Supportive
C,87500,M,42,P,15000,0.27852,U,30-44,FALSE,Supportive
C,87500,M,44,P,15000,-1.01069,U,30-44,FALSE,Unsupportive
C,175000,F,37,PS,35000,-1.05333,N,30-44,TRUE,Unsupportive
C,175000,M,40,PS,35000,-0.12877,N,30-44,TRUE,Unsupportive
C,175000,F,19,S,7500,0.13374,U,18-29,FALSE,Supportive
C,175000,F,28,S,7500,-1.11442,U,18-29,FALSE,Unsupportive
C,175000,M,49,P,15000,-1.19148,N,45-59,FALSE,Unsupportive
C,175000,M,55,P,15000,-0.55326,N,45-59,FALSE,Unsupportive
C,175000,M,24,P,15000,-1.25986,N,18-29,FALSE,Unsupportive
C,175000,F,44,S,7500,-1.15622,U,30-44,FALSE,Unsupportive
C,175000,M,20,S,15000,0.27435,A,18-29,FALSE,Supportive
C,175000,F,40,PS,75000,0.79492,U,30-44,TRUE,Supportive
C,175000,M,49,PS,200000,-1.21834,N,45-59,TRUE,Unsupportive
C,175000,F,53,S,15000,1.5877,Y,45-59,FALSE,Supportive
C,175000,F,20,P,2500,1.1384,Y,18-29,FALSE,Supportive
C,175000,M,20,S,15000,0.29898,Y,18-29,FALSE,Supportive
C,175000,F,27,PS,35000,-1.18011,N,18-29,TRUE,Unsupportive
C,175000,M,36,PS,75000,-0.70445,N,30-44,TRUE,Unsupportive
C,175000,F,18,S,75000,0.98417,A,18-29,TRUE,Supportive
C,175000,M,50,P,15000,-1.29617,N,45-59,FALSE,Unsupportive
C,175000,F,40,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
C,175000,M,21,S,75000,-1.29617,N,18-29,TRUE,Unsupportive
C,175000,M,43,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
C,175000,F,23,S,7500,-0.81291,A,18-29,FALSE,Unsupportive
C,175000,F,39,P,7500,1.5877,Y,30-44,FALSE,Supportive
C,175000,M,54,S,35000,1.21952,U,45-59,TRUE,Supportive
C,175000,M,22,S,35000,0.74317,Y,18-29,TRUE,Supportive
C,175000,F,42,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
C,175000,M,18,S,75000,0.90886,A,18-29,TRUE,Supportive
C,175000,F,20,P,35000,-1.14456,N,18-29,TRUE,Unsupportive
C,175000,F,29,S,15000,0.91463,Y,18-29,FALSE,Supportive
C,175000,M,40,P,35000,0.78439,U,30-44,TRUE,Supportive
C,175000,F,60,P,7500,-1.15225,N,60+,FALSE,Unsupportive
C,175000,F,35,P,15000,0.9464,Y,30-44,FALSE,Supportive
C,175000,M,39,P,7500,0.42314,U,30-44,FALSE,Supportive
C,175000,M,26,S,15000,-0.79157,N,18-29,FALSE,Unsupportive
C,175000,M,19,PS,35000,0.35572,Y,18-29,TRUE,Supportive
C,175000,F,47,P,15000,-0.32176,U,45-59,FALSE,Unsupportive
C,175000,F,23,S,7500,-0.7989,A,18-29,FALSE,Unsupportive
C,175000,F,45,P,7500,0.44717,Y,45-59,FALSE,Supportive
C,175000,M,52,P,15000,1.22444,U,45-59,FALSE,Supportive
C,175000,F,28,PS,125000,0.06371,Y,18-29,TRUE,Supportive
C,175000,M,39,PS,200000,-0.19457,N,30-44,TRUE,Unsupportive
C,175000,F,41,PS,75000,1.41116,Y,30-44,TRUE,Supportive
